play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,play_session_channel_code,english_description_x,french_description_x,play_session_status_code,english_description_y,french_description_y
513,94,2024-09-30T19:05:33.699-06:00,2024-10-01T04:34:33.699-06:00,MOBILE,ABORTED,3331,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
514,282,2024-02-10T07:22:26.634-06:00,2024-02-10T12:53:26.634-06:00,BROWSER,ABORTED,848,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
515,51,2024-01-16T17:25:21.475-06:00,2024-01-17T03:22:21.475-06:00,MOBILE,ABORTED,917,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
516,317,2024-01-05T17:39:51.738-06:00,2024-01-06T03:15:51.738-06:00,BROWSER,ABORTED,852,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
517,156,2024-11-26T10:54:41.656-06:00,2024-11-26T17:52:41.656-06:00,BROWSER,TIMEOUT,4854,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
518,399,2024-10-26T15:05:07.037-06:00,2024-10-27T00:17:07.037-06:00,BROWSER,COMPLETED,975,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
519,90,2024-08-17T04:37:32.644-06:00,2024-08-17T09:42:32.644-06:00,BROWSER,COMPLETED,577,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
520,362,2024-12-04T04:17:04.454-06:00,2024-12-04T11:31:04.454-06:00,MOBILE,ABORTED,1097,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
521,266,2024-11-18T19:02:10.224-06:00,2024-11-19T01:24:10.224-06:00,MOBILE,ABORTED,4336,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
522,207,2024-12-24T15:26:16.285-06:00,2024-12-24T21:36:16.285-06:00,MOBILE,TIMEOUT,896,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
523,464,2024-12-09T21:30:45.155-06:00,2024-12-10T01:45:45.155-06:00,MOBILE,COMPLETED,3152,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
524,464,2024-12-12T18:59:45.950-06:00,2024-12-13T01:19:45.950-06:00,MOBILE,ABORTED,247,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
525,287,2024-11-27T18:02:19.996-06:00,2024-11-27T18:51:19.996-06:00,BROWSER,TIMEOUT,3718,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
526,393,2024-08-27T07:07:22.507-06:00,2024-08-27T11:56:22.507-06:00,MOBILE,ABORTED,2990,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
527,475,2024-12-30T15:13:38.877-06:00,2024-12-30T19:17:38.877-06:00,BROWSER,TIMEOUT,1039,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
528,339,2024-12-22T03:00:04.154-06:00,2024-12-22T07:19:04.154-06:00,MOBILE,ABORTED,2336,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
529,80,2024-11-23T20:32:01.457-06:00,2024-11-24T00:54:01.457-06:00,BROWSER,TIMEOUT,2134,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
530,35,2024-06-24T08:52:14.034-06:00,2024-06-24T16:27:14.034-06:00,BROWSER,COMPLETED,1423,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
531,262,2024-12-21T12:56:35.534-06:00,2024-12-21T21:52:35.534-06:00,MOBILE,TIMEOUT,2889,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
532,449,2024-12-27T00:50:13.623-06:00,2024-12-27T06:13:13.623-06:00,MOBILE,ABORTED,2002,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
533,292,2024-12-29T19:42:44.545-06:00,2024-12-29T23:27:44.545-06:00,MOBILE,ABORTED,4952,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
534,477,2024-05-22T17:12:10.220-06:00,2024-05-23T02:00:10.220-06:00,MOBILE,COMPLETED,712,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
535,183,2024-12-17T07:04:11.201-06:00,2024-12-17T12:35:11.201-06:00,BROWSER,ABORTED,4191,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
536,31,2024-12-25T11:43:31.775-06:00,2024-12-25T16:47:31.775-06:00,BROWSER,TIMEOUT,779,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
537,205,2024-11-17T20:00:58.668-06:00,2024-11-18T04:34:58.668-06:00,MOBILE,COMPLETED,2940,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
538,374,2024-12-12T16:47:25.421-06:00,2024-12-12T22:10:25.421-06:00,BROWSER,TIMEOUT,3813,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
539,16,2024-12-02T00:01:42.164-06:00,2024-12-02T02:29:42.164-06:00,MOBILE,ABORTED,1438,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
540,424,2024-12-07T01:29:10.997-06:00,2024-12-07T11:14:10.997-06:00,BROWSER,TIMEOUT,1547,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
541,417,2024-12-24T06:54:12.046-06:00,2024-12-24T09:39:12.046-06:00,BROWSER,ABORTED,1498,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
542,46,2024-12-15T23:46:02.373-06:00,2024-12-16T05:47:02.373-06:00,MOBILE,ABORTED,4931,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
543,159,2024-12-26T21:27:58.914-06:00,2024-12-27T02:10:58.914-06:00,BROWSER,ABORTED,4209,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
544,294,2024-08-25T06:25:37.334-06:00,2024-08-25T09:51:37.334-06:00,BROWSER,COMPLETED,2575,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
545,297,2024-11-01T14:52:34.084-06:00,2024-11-01T23:22:34.084-06:00,MOBILE,ABORTED,438,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
546,86,2024-10-29T04:37:06.078-06:00,2024-10-29T07:45:06.078-06:00,BROWSER,TIMEOUT,1376,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
547,6,2024-06-01T23:12:30.708-06:00,2024-06-02T08:07:30.708-06:00,MOBILE,TIMEOUT,1201,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
548,57,2024-12-22T05:10:45.809-06:00,2024-12-22T11:01:45.809-06:00,BROWSER,TIMEOUT,2105,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
549,43,2024-12-16T12:16:55.898-06:00,2024-12-16T18:55:55.898-06:00,BROWSER,ABORTED,3862,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
550,71,2024-10-13T02:03:09.229-06:00,2024-10-13T06:23:09.229-06:00,BROWSER,TIMEOUT,3616,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
551,36,2024-08-28T20:04:33.753-06:00,2024-08-29T01:45:33.753-06:00,BROWSER,ABORTED,3016,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
552,209,2024-12-21T08:30:16.120-06:00,2024-12-21T14:26:16.120-06:00,BROWSER,TIMEOUT,3231,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
553,430,2024-08-26T22:01:31.673-06:00,2024-08-27T00:44:31.673-06:00,BROWSER,COMPLETED,2148,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
554,141,2024-11-04T01:19:08.969-06:00,2024-11-04T06:49:08.969-06:00,BROWSER,COMPLETED,4403,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
555,299,2024-12-29T11:10:22.058-06:00,2024-12-29T15:25:22.058-06:00,MOBILE,TIMEOUT,3434,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
556,446,2024-12-28T23:46:35.802-06:00,2024-12-29T07:00:35.802-06:00,BROWSER,TIMEOUT,4667,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
557,353,2024-01-04T11:42:51.028-06:00,2024-01-04T16:25:51.028-06:00,BROWSER,TIMEOUT,3898,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
558,218,2024-12-28T19:42:34.463-06:00,2024-12-29T02:30:34.463-06:00,MOBILE,TIMEOUT,4994,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
559,338,2024-05-21T16:54:16.169-06:00,2024-05-21T18:04:16.169-06:00,MOBILE,ABORTED,3372,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
560,20,2024-11-15T09:19:09.141-06:00,2024-11-15T16:42:09.141-06:00,BROWSER,TIMEOUT,3747,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
561,56,2024-11-13T17:06:34.235-06:00,2024-11-13T19:01:34.235-06:00,MOBILE,ABORTED,1703,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
562,267,2024-09-25T20:02:37.884-06:00,2024-09-26T05:38:37.884-06:00,BROWSER,COMPLETED,3659,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
563,476,2024-11-27T20:43:34.803-06:00,2024-11-27T23:22:34.803-06:00,MOBILE,COMPLETED,2086,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
564,199,2024-11-17T09:51:27.681-06:00,2024-11-17T10:12:27.681-06:00,MOBILE,TIMEOUT,421,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
565,405,2024-11-29T16:09:22.752-06:00,2024-11-29T21:40:22.752-06:00,BROWSER,ABORTED,508,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
566,226,2024-11-23T21:55:00.134-06:00,2024-11-24T03:45:00.134-06:00,MOBILE,ABORTED,4099,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
567,74,2024-06-10T10:42:22.186-06:00,2024-06-10T11:59:22.186-06:00,MOBILE,ABORTED,3130,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
568,383,2024-06-17T12:08:08.301-06:00,2024-06-17T12:19:08.301-06:00,BROWSER,COMPLETED,1307,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
569,145,2024-12-30T11:18:38.142-06:00,2024-12-30T13:42:38.142-06:00,MOBILE,ABORTED,3749,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
571,124,2024-06-21T18:58:23.847-06:00,2024-06-22T03:34:23.847-06:00,MOBILE,ABORTED,3029,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
572,101,2024-08-01T05:43:26.884-06:00,2024-08-01T08:03:26.884-06:00,MOBILE,COMPLETED,4854,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
573,273,2024-09-25T22:15:02.709-06:00,2024-09-26T03:42:02.709-06:00,BROWSER,ABORTED,3119,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
574,44,2024-01-24T23:17:52.100-06:00,2024-01-25T04:12:52.100-06:00,BROWSER,ABORTED,2352,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
575,166,2024-10-15T02:23:29.456-06:00,2024-10-15T10:32:29.456-06:00,MOBILE,TIMEOUT,1328,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
576,37,2024-11-14T23:52:29.269-06:00,2024-11-15T03:27:29.269-06:00,MOBILE,ABORTED,2148,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
577,243,2024-09-12T07:40:26.506-06:00,2024-09-12T09:40:26.506-06:00,BROWSER,COMPLETED,393,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
578,413,2024-02-09T00:36:14.317-06:00,2024-02-09T02:28:14.317-06:00,BROWSER,ABORTED,1731,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
579,278,2024-08-07T22:51:25.040-06:00,2024-08-08T07:41:25.040-06:00,MOBILE,COMPLETED,4227,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
580,337,2024-10-14T19:26:21.271-06:00,2024-10-15T02:23:21.271-06:00,BROWSER,COMPLETED,3119,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
581,421,2024-11-13T10:46:25.233-06:00,2024-11-13T17:48:25.233-06:00,MOBILE,COMPLETED,1813,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
582,448,2024-06-30T20:57:30.949-06:00,2024-07-01T00:46:30.949-06:00,BROWSER,COMPLETED,4269,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
583,410,2024-12-16T11:59:15.270-06:00,2024-12-16T13:05:15.270-06:00,BROWSER,COMPLETED,3238,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
584,123,2024-03-01T06:34:32.709-06:00,2024-03-01T08:38:32.709-06:00,BROWSER,ABORTED,3196,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
585,277,2024-04-13T15:14:21.876-06:00,2024-04-13T16:50:21.876-06:00,BROWSER,TIMEOUT,589,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
586,91,2024-12-25T15:45:21.866-06:00,2024-12-25T20:18:21.866-06:00,MOBILE,COMPLETED,1292,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
587,111,2024-08-15T22:04:02.056-06:00,2024-08-16T03:38:02.056-06:00,BROWSER,COMPLETED,2837,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
588,253,2024-12-22T06:43:31.917-06:00,2024-12-22T11:55:31.917-06:00,BROWSER,TIMEOUT,2212,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
589,185,2024-11-07T10:38:06.783-06:00,2024-11-07T12:12:06.783-06:00,BROWSER,COMPLETED,934,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
590,321,2024-10-07T10:02:35.096-06:00,2024-10-07T15:23:35.096-06:00,MOBILE,TIMEOUT,897,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
591,176,2024-11-18T11:48:45.458-06:00,2024-11-18T20:21:45.458-06:00,BROWSER,COMPLETED,4682,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
592,367,2024-12-27T19:09:13.297-06:00,2024-12-28T03:49:13.297-06:00,MOBILE,ABORTED,1777,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
593,287,2024-12-18T13:04:56.704-06:00,2024-12-18T21:20:56.704-06:00,MOBILE,ABORTED,2688,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
594,251,2024-06-26T08:19:01.173-06:00,2024-06-26T17:20:01.173-06:00,MOBILE,COMPLETED,269,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
595,284,2024-06-25T12:18:05.842-06:00,2024-06-25T17:07:05.842-06:00,MOBILE,COMPLETED,3711,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
596,301,2024-11-12T12:50:26.600-06:00,2024-11-12T14:36:26.600-06:00,MOBILE,COMPLETED,845,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
597,83,2024-11-16T21:33:29.169-06:00,2024-11-16T21:51:29.169-06:00,BROWSER,ABORTED,1950,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
598,240,2024-11-10T21:24:25.624-06:00,2024-11-11T04:27:25.624-06:00,MOBILE,ABORTED,3821,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
599,184,2024-12-20T12:35:23.224-06:00,2024-12-20T22:27:23.224-06:00,BROWSER,TIMEOUT,2792,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
600,419,2024-12-29T20:31:34.104-06:00,2024-12-30T02:32:34.104-06:00,BROWSER,ABORTED,2756,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
601,208,2024-04-05T01:07:14.031-06:00,2024-04-05T07:03:14.031-06:00,MOBILE,TIMEOUT,4126,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
602,327,2024-08-08T16:24:12.174-06:00,2024-08-09T02:00:12.174-06:00,BROWSER,TIMEOUT,1672,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
603,421,2024-11-19T02:20:06.874-06:00,2024-11-19T12:05:06.874-06:00,BROWSER,ABORTED,540,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
604,366,2024-07-29T23:13:19.587-06:00,2024-07-30T01:10:19.587-06:00,MOBILE,COMPLETED,4155,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
605,409,2024-07-31T22:29:46.780-06:00,2024-08-01T05:45:46.780-06:00,BROWSER,TIMEOUT,3075,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
606,326,2024-12-10T18:27:42.179-06:00,2024-12-11T00:12:42.179-06:00,MOBILE,ABORTED,808,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
607,50,2024-12-13T00:05:25.136-06:00,2024-12-13T04:22:25.136-06:00,BROWSER,ABORTED,944,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
608,172,2024-09-04T05:01:55.388-06:00,2024-09-04T09:47:55.388-06:00,BROWSER,TIMEOUT,2759,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
609,417,2024-12-24T22:48:45.820-06:00,2024-12-24T23:58:45.820-06:00,BROWSER,ABORTED,4164,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
610,116,2024-04-12T10:07:12.524-06:00,2024-04-12T19:30:12.524-06:00,MOBILE,TIMEOUT,3699,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
611,273,2024-10-04T11:33:17.701-06:00,2024-10-04T14:35:17.701-06:00,BROWSER,COMPLETED,2617,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
612,427,2024-10-23T21:53:38.160-06:00,2024-10-24T02:36:38.160-06:00,BROWSER,TIMEOUT,4178,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
613,60,2024-05-15T19:13:38.483-06:00,2024-05-16T03:00:38.483-06:00,BROWSER,ABORTED,1647,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
614,499,2024-11-02T15:04:13.355-06:00,2024-11-02T20:09:13.355-06:00,MOBILE,TIMEOUT,1785,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
615,487,2024-05-06T20:01:08.176-06:00,2024-05-06T23:08:08.176-06:00,BROWSER,TIMEOUT,3541,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
616,306,2024-09-27T12:03:48.777-06:00,2024-09-27T17:34:48.777-06:00,BROWSER,COMPLETED,2938,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
617,193,2024-02-08T07:11:38.100-06:00,2024-02-08T17:08:38.100-06:00,MOBILE,ABORTED,3467,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
618,168,2024-11-11T13:58:05.999-06:00,2024-11-11T14:55:05.999-06:00,BROWSER,COMPLETED,1459,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
619,278,2024-08-08T21:41:26.958-06:00,2024-08-09T02:17:26.958-06:00,BROWSER,COMPLETED,3538,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
620,129,2024-10-20T04:46:02.262-06:00,2024-10-20T06:16:02.262-06:00,MOBILE,COMPLETED,165,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
621,478,2024-10-28T07:59:17.077-06:00,2024-10-28T11:04:17.077-06:00,MOBILE,ABORTED,459,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
622,8,2024-08-09T14:58:13.130-06:00,2024-08-09T15:24:13.130-06:00,BROWSER,COMPLETED,1516,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
623,385,2024-11-11T04:28:00.498-06:00,2024-11-11T11:06:00.498-06:00,MOBILE,COMPLETED,637,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
624,347,2024-06-30T20:07:47.442-06:00,2024-07-01T00:21:47.442-06:00,BROWSER,ABORTED,1490,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
625,495,2024-02-28T08:05:13.957-06:00,2024-02-28T12:04:13.957-06:00,BROWSER,TIMEOUT,3594,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
626,246,2024-10-18T13:12:01.229-06:00,2024-10-18T20:17:01.229-06:00,BROWSER,COMPLETED,4438,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
627,7,2024-09-06T17:00:16.140-06:00,2024-09-07T00:02:16.140-06:00,BROWSER,TIMEOUT,4150,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
628,173,2024-12-18T10:37:19.968-06:00,2024-12-18T18:51:19.968-06:00,MOBILE,COMPLETED,2603,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
629,129,2024-10-26T16:09:02.431-06:00,2024-10-26T22:51:02.431-06:00,BROWSER,TIMEOUT,1554,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
630,69,2024-09-25T20:06:17.823-06:00,2024-09-26T01:49:17.823-06:00,MOBILE,ABORTED,3638,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
631,177,2024-07-16T12:35:49.425-06:00,2024-07-16T19:09:49.425-06:00,MOBILE,TIMEOUT,2417,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
632,377,2024-10-10T02:07:19.455-06:00,2024-10-10T03:25:19.455-06:00,MOBILE,ABORTED,1979,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
633,336,2024-07-03T07:16:47.197-06:00,2024-07-03T13:52:47.197-06:00,BROWSER,ABORTED,1703,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
634,21,2024-09-14T16:41:15.067-06:00,2024-09-14T17:33:15.067-06:00,MOBILE,TIMEOUT,3701,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
635,446,2024-12-29T10:32:00.468-06:00,2024-12-29T10:49:00.468-06:00,MOBILE,TIMEOUT,3965,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
636,180,2024-11-19T00:17:36.393-06:00,2024-11-19T08:05:36.393-06:00,BROWSER,TIMEOUT,2290,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
637,103,2024-11-26T07:22:02.675-06:00,2024-11-26T11:10:02.675-06:00,MOBILE,TIMEOUT,4474,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
638,382,2024-12-03T07:50:54.270-06:00,2024-12-03T12:32:54.270-06:00,BROWSER,ABORTED,1038,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
639,340,2024-12-30T08:16:18.990-06:00,2024-12-30T15:39:18.990-06:00,BROWSER,ABORTED,2664,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
640,42,2024-04-25T10:34:11.682-06:00,2024-04-25T17:24:11.682-06:00,MOBILE,ABORTED,3404,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
641,468,2024-11-11T05:22:53.481-06:00,2024-11-11T09:05:53.481-06:00,BROWSER,TIMEOUT,2353,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
642,483,2024-07-26T05:24:38.702-06:00,2024-07-26T11:41:38.702-06:00,BROWSER,TIMEOUT,4457,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
643,456,2024-10-15T23:34:16.239-06:00,2024-10-15T23:52:16.239-06:00,BROWSER,TIMEOUT,2812,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
644,232,2024-11-14T05:08:32.749-06:00,2024-11-14T11:04:32.749-06:00,BROWSER,ABORTED,2461,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
645,429,2024-10-31T09:14:07.164-06:00,2024-10-31T12:29:07.164-06:00,BROWSER,ABORTED,2980,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
646,168,2024-12-22T15:41:12.705-06:00,2024-12-22T21:52:12.705-06:00,BROWSER,ABORTED,3579,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
647,236,2024-10-21T11:02:54.908-06:00,2024-10-21T16:07:54.908-06:00,BROWSER,ABORTED,1815,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
648,382,2024-12-03T13:15:05.398-06:00,2024-12-03T16:48:05.398-06:00,MOBILE,ABORTED,854,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
649,189,2024-02-06T01:26:03.335-06:00,2024-02-06T11:09:03.335-06:00,BROWSER,COMPLETED,4978,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
650,298,2024-09-03T13:40:01.879-06:00,2024-09-03T23:29:01.879-06:00,MOBILE,ABORTED,4739,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
651,1,2024-02-03T08:38:44.706-06:00,2024-02-03T17:50:44.706-06:00,MOBILE,COMPLETED,2237,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
652,430,2024-11-12T02:41:30.958-06:00,2024-11-12T05:39:30.958-06:00,BROWSER,ABORTED,1978,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
653,246,2024-12-25T11:28:19.042-06:00,2024-12-25T18:43:19.042-06:00,MOBILE,COMPLETED,1034,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
654,244,2024-12-28T09:54:13.320-06:00,2024-12-28T13:16:13.320-06:00,MOBILE,ABORTED,1421,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
655,253,2024-12-23T21:49:11.266-06:00,2024-12-24T06:07:11.266-06:00,MOBILE,COMPLETED,2478,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
656,367,2024-12-29T15:36:00.893-06:00,2024-12-29T18:29:00.893-06:00,MOBILE,TIMEOUT,1308,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
657,476,2024-12-22T07:09:49.882-06:00,2024-12-22T15:04:49.882-06:00,MOBILE,TIMEOUT,1046,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
658,369,2024-11-16T04:12:18.752-06:00,2024-11-16T07:21:18.752-06:00,MOBILE,TIMEOUT,2514,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
